Lower_Energy_bin(GeV),Upper_Energy_bin(GeV),Energy_bin_center(GeV),Muon_flux
0.10566000832495873,0.10566001062912891,0.10566000944189995,0.0
0.10566001062912891,0.10566001338127956,0.10566001188664563,0.0
0.10566001338127956,0.1056600168460325,0.1056600149644007,0.0
0.1056600168460325,0.10566002120789952,0.10566001883906298,0.0
0.10566002120789952,0.10566002669916343,0.10566002371697897,0.0
0.10566002669916343,0.10566003361225215,0.10566002985790272,0.0
0.10566003361225215,0.1056600423153186,0.10566003758887117,0.0
0.1056600423153186,0.10566005327180647,0.10566004732158699,0.0
0.10566005327180647,0.10566006706520645,0.10566005957429668,0.0
0.10566006706520645,0.10566008443014988,0.10566007499960219,0.0
0.10566008443014988,0.10566010629126539,0.10566009441901902,0.0
0.10566010629126539,0.1056601338126862,0.10566011886638314,0.0
0.1056601338126862,0.10566016846015909,0.10566014964385588,0.0
0.10566016846015909,0.10566021207876743,0.10566018839044575,0.0
0.10566021207876743,0.10566026699127336,0.10566023716951027,0.0
0.10566026699127336,0.10566033612202372,0.10566029857857098,0.0
0.10566033612202372,0.10566042315249827,0.1056603758881604,0.0
0.10566042315249827,0.1056605327171552,0.1056604732150178,0.0
0.1056605327171552,0.10566067065070843,0.10566059574197384,0.0
0.10566067065070843,0.10566084429850985,0.10566074999422771,0.0
0.10566084429850985,0.10566106290759797,0.10566094418581783,0.0
0.10566106290759797,0.10566133811956754,0.1056611886579431,0.0
0.10566133811956754,0.10566168458995527,0.10566149642957783,0.0
0.10566168458995527,0.10566212076888196,0.10566188388967152,0.0
0.10566212076888196,0.10566266988294763,0.1056623716715451,0.0
0.10566266988294763,0.105663361172289,0.10566298574850758,0.0
0.105663361172289,0.10566423144797718,0.10566375882092569,0.0
0.10566423144797718,0.10566532704770322,0.10566473205379362,0.0
0.10566532704770322,0.10566670630994568,0.1056659572634078,0.0
0.10566670630994568,0.10566844268105825,0.10566749969671671,0.0
0.10566844268105825,0.10567062859730673,0.10566944148428838,0.0
0.10567062859730673,0.105673380429867,0.10567188597645757,0.0
0.105673380429867,0.1056768446866184,0.10567496333664772,0.0
0.1056768446866184,0.10568120577004728,0.10567883738217716,0.0
0.10568120577004728,0.1056866957886238,0.10568371431642551,0.0
0.1056866957886238,0.1056936069112181,0.10568985368178441,0.0
0.1056936069112181,0.10570230686460552,0.10569758219909617,0.0
0.10570230686460552,0.10571325842723057,0.10570731101560234,0.0
0.10571325842723057,0.10572704401309822,0.10571955757986294,0.0
0.10572704401309822,0.10574439648224447,0.10573497308965082,0.0
0.10574439648224447,0.10576623788495701,0.10575437685434536,0.0
0.10576623788495701,0.10579372817779799,0.10577879967623184,0.0
0.10579372817779799,0.10582832625870565,0.10580953819844678,0.0
0.10582832625870565,0.1058718666019436,0.10584822299614825,0.0
0.1058718666019436,0.10592665518780861,0.1058969042303587,0.0
0.10592665518780861,0.1059955896373001,0.10595815838778778,0.0
0.1059955896373001,0.10608230931295175,0.10603522252853097,0.0
0.10608230931295175,0.10619138199405873,0.1061321610069257,0.0
0.10619138199405873,0.10632853727589421,0.10625407304773027,0.0
0.10632853727589421,0.10650095522580642,0.10640735320250429,0.0
0.10650095522580642,0.10671761998374038,0.10660000919392268,0.0
0.10671761998374038,0.10698976001253391,0.10684205249874648,0.0
0.10698976001253391,0.10733138353700201,0.10714599021981225,0.0
0.10733138353700201,0.10775992251810143,0.10752740415756534,0.0
0.10775992251810143,0.10829700952339924,0.10800566083119949,0.0
0.10829700952339924,0.10896939841216444,0.10860475462750055,0.0
0.10896939841216444,0.10981003255587818,0.10935430432072119,0.0
0.10981003255587818,0.11085926361943597,0.1102906877978753,0.0
0.11085926361943597,0.11216621226893997,0.11145833790343188,0.0
0.11216621226893997,0.11379022075473622,0.11291115545825577,0.0
0.11379022075473622,0.11580234554503462,0.1147139833895136,0.0
0.11580234554503462,0.11828680304996253,0.11694409644970712,0.0
0.11828680304996253,0.12134224108654373,0.11969257694968766,0.0
0.12134224108654373,0.1250827301347953,0.12306545715282131,0.0
0.1250827301347953,0.12963835669928095,0.12718454370471438,0.0
0.12963835669928095,0.13515538411728933,0.1321877773969757,0.0
0.13515538411728933,0.14179601728143504,0.13822922002061686,0.0
0.14179601728143504,0.14973789293565606,0.14547864310612743,0.0
0.14973789293565606,0.15917367723063539,0.1541209898853495,0.20552032940585657
0.15917367723063539,0.17031095678470748,0.16435618989332285,0.3145222226314812
0.17031095678470748,0.1833726181833114,0.17639918257871834,0.4315926917522988
0.1833726181833114,0.19859846513495516,0.19048069144795227,0.6361234788313864
0.19859846513495516,0.2162476931592624,0.20684969813468426,0.8581615532302322
0.2162476931592624,0.23660212533010455,0.2257758624973892,1.1111418550007375
0.23660212533010455,0.2599705805877321,0.24755353513616,1.3812107915681373
0.2599705805877321,0.2866940087112085,0.2725064189518478,1.659919193834635
0.2866940087112085,0.31715106903856166,0.3009931277403024,1.9635183915513974
0.31715106903856166,0.3517642799153433,0.33341274284712036,2.3125604176590104
0.3517642799153433,0.3910068964559193,0.37021154009506513,2.726189110248427
0.3910068964559193,0.435410047588661,0.41189000751637567,3.1177814564071045
0.435410047588661,0.48557059113290624,0.45901010240403206,3.5621240204466185
0.48557059113290624,0.5421598040965989,0.5122037143987146,4.047913184249647
0.5421598040965989,0.6059326883330277,0.5721815911803613,4.55516780467951
0.6059326883330277,0.6777384550085693,0.6397430343687144,5.08544831386688
0.6777384550085693,0.7585320219799556,0.7157871829934089,5.630077186792399
0.7585320219799556,0.849386991417459,0.8013247312514696,6.168235975273661
0.849386991417459,0.9515101298923214,0.8974921739774726,6.691475510212868
0.9515101298923214,1.0662570673533656,1.0055665247013745,7.157321590199476
1.0662570673533656,1.1951512155004698,1.1269819998225348,7.667620956250166
1.1951512155004698,1.3399039800270205,1.263351174941077,8.075160157597928
1.3399039800270205,1.5024354180929875,1.4164842523106285,8.470063664619255
1.5024354180929875,1.68490222594547,1.5884111108428447,8.800989454282943
1.68490222594547,1.8897266879816905,1.7814152344248657,9.017851461126384
1.8897266879816905,2.1196266290722643,1.998057677907222,9.177320013017223
2.1196266290722643,2.377652361618967,2.241213008939802,9.215227095996527
2.377652361618967,2.667228137728426,2.5141072595647147,9.192810156363183
2.667228137728426,2.992196606981274,2.820362879185762,9.07185763657581
2.992196606981274,3.356869276280505,3.1640426964382136,8.847574062281605
3.356869276280505,3.7660854721061496,3.549706877695115,8.56376571110022
3.7660854721061496,4.225275308156381,3.9824738925426746,8.149223594824557
4.225275308156381,4.740531655090598,4.468085483346978,7.740618732509505
4.740531655090598,5.318692113048682,5.012985635325919,7.2097292741979695
5.318692113048682,5.967428487602428,5.624405551182187,6.695662035441505
5.967428487602428,6.695349267614068,6.310457628249238,6.068825030753643
6.695349267614068,7.512113105678054,7.080246437050337,5.510799277096482
7.512113105678054,8.428557800390305,7.943984703354104,4.905389669715193
8.428557800390305,9.456844780600465,8.913135290720152,4.293129384687042
9.456844780600465,10.610616091617866,10.000558186201408,3.709299411893368
10.610616091617866,11.905183882108876,11.220677487032589,3.1819875296863045
11.905183882108876,13.357732893153125,12.589693387771602,2.6817738835046057
13.357732893153125,14.987527448836415,14.125775170941948,2.246946149530178
14.987527448836415,16.816191946311747,15.849282197642264,1.8515098120252056
16.816191946311747,18.868000848066153,17.783103897230653,1.4703837789381227
18.868000848066153,21.170178675269252,19.952899761688776,1.1551764885419553
21.170178675269252,23.753270001135107,22.38745933820316,0.8821769843145092
23.753270001135107,26.65155444518434,25.11908222318642,0.6763141210263095
26.65155444518434,29.90349166834243,28.184028056764703,0.48179293517569227
29.90349166834243,33.55222636844237,31.622956518390243,0.34755771261745966
33.55222636844237,37.646178276107925,35.481497322283346,0.24430277675114692
37.646178276107925,42.239672151275045,39.81086021369044,0.15516784870142172
42.239672151275045,47.39365777999415,44.66848496563544,0.09906841063767494
47.39365777999415,53.17652997156006,50.118831375781305,0.07018138656007399
53.17652997156006,59.66502355602066,56.23422926379004,0.04102794724065063
59.66502355602066,66.94523838190155,63.09581846896433,0.024814676809744165
66.94523838190155,75.11377431420684,70.79465884805153,0.015946855189084057
75.11377431420684,84.27902123261532,79.43289027341257,0.007497686091287731
84.27902123261532,94.56260402988396,89.12515263125051,0.0035395167842119744
94.56260402988396,106.10095261045304,100.00005582016243,0.0014843134901534087
106.10095261045304,119.04719688912503,112.20184974979513,0.0005708898039051572
119.04719688912503,133.5731917899625,125.89254433955014,0.00015223728104137523
133.5731917899625,149.87158724534183,141.25383951764144,0.0
149.87158724534183,168.1586331949555,158.48933522015164,0.0
168.1586331949555,187.49722977120385,177.82793138999733,0.0
