EventID	TrackID	nPhotons	Px	Py	Pz	KineticEnergy	Hits
339	1	80879592	-99.6229	-36.131	-3521.86	3419.38	10
340	1	80879592	202.304	-183.042	-858.803	801.611	0
341	1	81029349	326.311	226.087	-419.683	481.617	8
342	1	81285988	40.7415	-63.8743	-261.33	186.227	7
343	1	81335708	637.755	-1716.95	-1977.7	2591.95	3
344	1	81750397	-781.048	-536.107	-1091.44	1343.43	32
345	1	81767719	-2622.36	-1529.84	-4202.69	5079.99	0
346	1	81946096	-707.254	4602.16	-5985.34	7478.24	10
347	1	82301255	1139.44	-272.087	-2679.06	2820.24	17
348	1	82847979	-246.385	-250.606	-2278.64	2202.34	26
349	1	83272705	-61.8212	-307.741	-1960.77	1882.89	18
350	1	83272705	-699.556	-185.055	-1400.2	1474.01	0
351	1	83852566	960.683	2860.93	-3449.17	4478.64	38
352	1	84288406	1838.98	3721.47	-3682.64	5444.49	36
353	1	84632207	96.2455	317.604	-317.931	365.913	20
354	1	85022372	1127.97	1795.18	-1468.74	2475.69	35
355	1	85350941	1413.59	3675.27	-3875.57	5420.38	13
356	1	85827920	-122.296	559.684	-797.444	881.906	21
357	1	86334190	742.764	1962.87	-2593.19	3232.06	24
358	1	86731356	142.68	902.718	-923.422	1197.85	22
359	1	87114686	14.2537	561.042	-711.119	806.386	20
360	1	87114686	-54.7673	348.255	-643.013	635.227	0
361	1	87114686	-985.463	-1830.48	-1560.34	2495.81	0
362	1	87396102	-370.646	434.525	-394.599	596.526	10
363	1	87541369	-99.6016	591.503	-655.633	789.224	7
364	1	87615089	259.207	-472.789	-1487.32	1479.9	1
365	1	87769566	-243.206	272.317	-570.235	579.643	6
366	1	87918719	-695.996	-436.663	-1273.99	1413.98	5
367	1	88245742	128.851	-25.9297	-410.69	338.307	12
368	1	88627257	-274.358	607.22	-4597.19	4540.77	15
369	1	89011845	-76.3571	160.605	-523.206	456.954	19
370	1	89175637	-167.949	-84.5896	-967.799	885.887	8
371	1	89607038	446.585	-161.72	-765.93	801.758	25
372	1	89777235	869.818	-169.153	-1211.9	1399.35	5
373	1	89939205	-39.6099	-4.59388	-264.515	181.956	5
374	1	90003819	77.4719	158.356	-313.855	269.505	3
375	1	90122070	-353.676	-1624.14	-3092.21	3406.58	7
376	1	90122070	405.865	1062.46	-2382.29	2536.31	0
377	1	90172879	-65.7877	-38.272	-87.5762	51.2686	2
378	1	90264400	-10.5483	17.5885	-175.479	100.199	13
379	1	90448459	-403.245	268.373	-2551.3	2493.37	4
380	1	90536096	388.973	102.385	-648.305	664.566	7
381	1	90556924	60.0406	-87.0529	-120.211	86.1684	0
382	1	90952145	-292.786	-135.227	-589.986	574.972	19
383	1	91283362	-98.2924	15.7413	-383.884	304.756	16
384	1	91645277	-786.432	28.4873	-4000.04	3972.43	8
385	1	91833141	-66.4424	-17.599	-215.85	144.3	11
386	1	91833141	-526.138	-391.354	-3759.32	3711.88	0
387	1	92032887	155.371	-82.0724	-179.709	166.986	16
388	1	92157051	195.24	-161.131	-297.91	299.306	4
389	1	92359329	496.997	-1839.03	-1557.8	2357.46	17
390	1	92419675	-102.369	-358.668	-1491.3	1435.21	3
391	1	92512085	119.386	43.4008	-166.183	128.686	7
392	1	92885594	223.319	-116.255	-3107.87	3014.18	351
393	1	93241877	-1.10144	-15.4267	-1006.61	906.6	11
394	1	93618734	39.8607	-22.2546	-1031.3	932.045	20
395	1	93983932	156.669	274.591	-781.64	744.089	20
396	1	94059337	-109.458	497.958	-5977.67	5894.65	5
397	1	94127965	78.168	-49.3296	-116.159	76.5511	5
398	1	94501381	-65.8293	305.851	-2344.33	2261.81	19
399	1	94947552	-662.811	-1405.89	-3727.95	3934.72	22
400	1	95377188	-1897.77	-2770.71	-9171.43	9661.87	25
401	1	95841234	46.464	-537.493	-1778.09	1755.48	17
402	1	95841234	-63.002	-12.0048	-281.539	201.818	0
403	1	95934660	6141.81	-1138.23	-5718.9	8363.96	5
404	1	96360750	-744.929	1243.21	-4656.42	4772.24	8
405	1	96897105	-844.454	967.162	-2716.32	2900.68	26
406	1	97308276	-55.8035	481.137	-692.225	745.78	12
407	1	97570865	-200.803	421.898	-746.791	781.574	15
408	1	97570865	-76.8242	6.12861	-128.541	77.7157	0
409	1	97792852	2259.65	1413.56	-3047.79	3944.57	15
410	1	98098487	1010.88	-1060.23	-2279.52	2606.05	2
411	1	98489966	1048.13	-1133.37	-1185.45	1843.59	29
412	1	98932877	507.333	-841.517	-1022.57	1316.44	23
413	1	99109399	127.13	-1351.05	-1277.72	1761.22	8
414	1	99423670	-1123.91	-345.203	-3008.69	3126.33	16
415	1	99611198	68.5894	-1.01389	-347.898	264.345	7
416	1	99735587	-824.861	-804.071	-2167.87	2351.53	6
417	1	99826878	1094.11	728.38	-3163.58	3321.73	10
418	1	99939409	-50.0307	103.142	-138.656	102.982	4
419	1	99939409	1321.89	1684.91	-5790.09	6068.69	0
420	1	99939409	-2025.5	3475.01	-1851.83	4323.65	0
421	1	99939409	334.031	-26.7905	-493.969	500.53	0
422	1	100092802	-1441.86	-525.285	-1573.57	2094.84	7
423	1	100606519	-2072.56	-3902.79	-3900.76	5789.63	21
424	1	100788070	-362.375	-1268.54	-1064.23	1592.65	8
425	1	101192259	-277.538	-43.2691	-848.531	794.38	18
426	1	101624845	-211.49	81.6474	-739.677	675.162	18
427	1	101921616	-97.3334	116.377	-327.941	270.808	19
428	1	102399848	-989.465	-162.678	-2105.97	2229.25	26
429	1	102650889	-147.449	-42.9809	-380.463	318.021	12
430	1	102923835	26.0326	54.0904	-258.5	179.98	8
431	1	103334663	-462.667	217.172	-2467.46	2416.39	21
432	1	103461228	-1.40248	16.5942	-167.868	93.3913	5
433	1	103720180	-205.354	-195.355	-473.296	456.042	13
434	1	104107283	103.687	-579.205	-804.326	896.506	14
435	1	104326946	-1710.93	-2386.21	-4004.98	4861.46	11
436	1	104700561	218.871	-234.71	-1083.69	1029.48	16
437	1	104700561	940.553	467.913	-3131.76	3199.29	0
438	1	104700561	-1389.83	622.186	-721.393	1582.63	0
439	1	105202407	1277.16	1111.96	-2780.78	3151.87	17
440	1	105743310	1640.39	1421.15	-4446.09	4843.02	17
441	1	105743902	555.519	559.788	-1205.76	1338.98	0
442	1	105743902	1038.2	-1426.32	-2077.08	2621.55	0
443	1	105743902	62.7025	246.645	-170.763	218.516	0
444	1	105743902	-3621.93	-3042.37	-5026.26	6797.16	0
445	1	106090313	551.268	186.607	-575.89	719.891	14
446	1	106525356	993.854	1114.6	-2649.4	2937.46	24
447	1	107012772	97.9953	489.092	-840.421	877.34	21
448	1	107275389	177.981	506.25	-839.189	896.025	10
449	1	107275389	74.2274	23.9338	-1420.13	1320.53	0
450	1	107275389	-944.892	-1546.16	-1019.45	1976.14	0
451	1	107727242	481.74	208.769	-979.781	1010.94	23
452	1	107861207	357.246	585.925	-1183.27	1266.28	7
453	1	108263876	320.641	-1003.62	-2138.95	2281.04	14
454	1	108701309	-58.7853	-574.109	-796.076	883.259	23
455	1	108701309	111.423	-630.481	-700.409	849.15	0
456	1	108701309	-608.133	319.556	-530.628	768.797	0
457	1	108979799	353.344	184.995	-387.755	460.551	16
458	1	108979799	832.199	992.551	-2105.7	2368.78	0
459	1	108979799	-93.8702	213.264	-243.244	247.364	0
460	1	109101946	-165.768	-206.033	-256.631	277.685	5
461	1	109101946	-1189.26	-434.722	-933.064	1470.76	0
462	1	109143829	501.63	-222.085	-759.563	837.239	1
463	1	109466252	-720.337	-363.688	-1252.17	1387.74	16
464	1	109466252	-375.139	102.65	-1165.17	1127.25	0
465	1	109682292	4881.35	-27.1694	-5173.95	7008.36	9
466	1	110122982	443.312	-356.303	-2691.05	2646.87	20
467	1	110561906	216.393	-231.357	-934.625	886.834	23
468	1	110950997	166.413	-642.191	-2755.54	2730.58	18
469	1	110950997	169.843	-418.161	-1320.6	1293.93	0
470	1	111226032	1059.51	229.299	-1146.78	1475.93	11
471	1	111526884	309.885	395.479	-855.693	892.243	7
472	1	111775703	-43.4058	159.058	-218.933	188.075	10
473	1	111911516	-73.493	240.679	-373.118	356.628	7
474	1	111911516	1398.76	121.372	-2769.45	3001.15	0
475	1	111911516	-3328.37	297.46	-3447.58	4696.79	0
476	1	111962716	1118.17	-3033.05	-3249.98	4479.45	4
477	1	112391823	112.488	506.782	-1064.29	1083.19	13
478	1	112821366	180.792	450.76	-540.83	628.87	26
479	1	113287581	725.949	1592.09	-2302.2	2787.96	26
480	1	113688640	130.875	303.073	-513.818	514.144	15
481	1	114116840	-89.712	389.711	-642.463	658.44	27
482	1	114116840	-101.423	290.414	-509.896	499.143	0
483	1	114251452	-517.094	-1054.8	-429.569	1149.6	5
484	1	114615924	-129.475	-313.839	-651.2	636.288	86
485	1	115076008	-32.1298	-247.009	-1470.29	1389.32	21
486	1	115455352	-1551.49	216.751	-4373.3	4540.96	17
487	1	115838690	-249.557	47.5517	-712.071	657.722	15
488	1	116254803	-160.984	569.307	-1354.69	1376.36	24
489	1	116486648	-297.768	251.438	-1456.26	1405.55	11
490	1	116908156	383.085	-2415.85	-4013.61	4595.76	9
491	1	116908156	88.2995	-208.25	-446.109	405.558	0
492	1	116970383	1217.43	-1152.47	-905.063	1802.38	2
493	1	117349933	-121.625	20.7347	-657.348	571.463	15
494	1	117714880	491.032	1273.07	-3795.93	3929.45	12
495	1	118225326	-528.631	548.539	-1485.23	1566.89	18
496	1	118772101	-777.551	587.148	-1432.83	1630.28	22
497	1	119208673	-634.178	547.078	-1577.72	1683.71	16
498	1	119506952	-327.821	474.538	-721.767	824.269	19
499	1	119881802	116.229	586.665	-1898.58	1887.69	11
500	1	120172131	322.2	644.38	-939.94	1083.33	15
501	1	120349640	32.358	39.0549	-864.622	766.871	5
502	1	120738222	236.933	-59.0669	-318.026	308.987	17
503	1	121171397	1899.59	-703.791	-2728	3293.89	17
504	1	121171397	734.988	-839.584	-1749	1971.67	0
505	1	121573925	1945.6	144.812	-1544.25	2384.76	19
506	1	121579347	2214.26	196.229	-1268.3	2455.83	0
507	1	121937565	-104.494	255.753	-440.457	424.903	14
508	1	121937565	755.496	2047.38	-3972.66	4428.18	0
509	1	122286055	-326.09	-43.9406	-214.202	300.927	26
510	1	122703589	-421.39	-113.713	-360.353	470.118	20
511	1	122850893	-2465.89	-180.727	-2247.52	3237.36	4
512	1	123291333	186.717	-647.698	-2230.17	2226.55	17
513	1	123479447	208.79	-439.41	-913.909	935.047	8
514	1	123866877	741.789	95.2419	-1042.17	1181.43	17
515	1	124299353	380.287	132.057	-802.815	798.628	14
516	1	124330592	117.325	40.282	-267.741	207.769	1
517	1	124663657	124.465	-951.184	-1205.62	1438.66	19
518	1	125092163	-2152.14	-3059.99	-6212.57	7147.1	19
519	1	125173144	-1729.91	-1862.18	-3762.71	4436.31	5
520	1	125627727	1030.61	266.178	-1815.42	2001.45	27
521	1	126067227	372.212	212.151	-564.099	610.527	20
522	1	126213232	985.294	216.235	-1080.59	1376.37	6
523	1	126811942	38.3215	-419.997	-1347.89	1310.62	25
524	1	127215200	442.041	-233.074	-2163.42	2117.24	18
525	1	127623075	813.186	-935.992	-3889.95	3978.49	16
526	1	127623075	19.5676	-57.5843	-322.591	239.201	0
527	1	127623075	555.574	-645.777	-524.14	900.114	0
528	1	127623075	-641.662	-351.851	-660.77	885.962	0
529	1	128113649	-1272.43	828.452	-1063.53	1751.13	29
530	1	128113649	-1219.73	813.706	-1248.52	1823.03	0
531	1	128482233	262.588	582.374	-565.548	754.063	14
532	1	128580127	228.912	1151.03	-733.98	1282.56	6
533	1	128580127	357.087	-133.574	-3293.12	3211.14	0
534	1	128933006	1991.77	1992.05	-2388.41	3589.08	11
535	1	129130273	194.797	926.525	-762.648	1114.67	9
536	1	129567944	963.337	263.035	-4161.75	4175.53	28
537	1	129567944	124.15	55.3163	-1030.24	938.866	0
538	1	129699486	1259.16	-717.621	-1330.84	1864.81	6
539	1	129699486	187.525	340.202	-951.479	927.482	0
540	1	130321232	-4511.16	-697.867	-4778.24	6503.45	30
541	1	130707937	-1108.82	-373.173	-1065.51	1480.28	16
542	1	131084631	-549.225	57.4374	-632.51	740.616	19
543	1	131539694	-1129.2	-40.4318	-1841.46	2057.41	19
544	1	131692233	-602.739	233.103	-777.876	911.144	9
545	1	131692233	525.433	-284.2	-1861.8	1852.48	0
546	1	131903495	48.0461	-992.41	-838.984	1199.04	13
547	1	131903495	66.4372	-209.789	-833.926	763.262	0
548	1	132103399	-973.773	1435.52	-1774.27	2377.92	9
549	1	132318390	19.1476	14.3566	-231.598	150.025	10
550	1	132508003	706.813	661.89	-2333.09	2422.61	7
551	1	132643327	222.422	-382.591	-727.804	752.66	4
552	1	132667962	5.68258	1007.71	-2808.51	2880.04	3
553	1	132921592	-52.767	-325.966	-443.199	457.038	11
554	1	133256832	-198.989	-44.1315	-468.905	416.434	18
555	1	133357714	-1171.97	879.467	-2095.75	2453.7	6
556	1	133876959	72.7215	1307.03	-1338.66	1769.65	25
557	1	133876959	-62.2095	343.245	-347.577	397.989	0
558	1	134011031	-152.431	-574.754	-689.985	811.305	8
559	1	134011031	529.098	-207.807	-852.855	924.708	0
560	1	134151231	152.696	1811.18	-1053.81	1998	7
561	1	134496567	39.9435	106.571	-722.637	633.477	21
562	1	134830254	295.385	-21.2406	-457.91	449.814	11
563	1	135338320	997.266	797.714	-3262.78	3399.74	21
564	1	135713115	1627.28	732.996	-5390.1	5573.22	13
565	1	135801189	116.107	-33.7192	-1116.87	1022.69	4
566	1	136089968	-522.155	29.4138	-700.812	775.144	13
567	1	136143682	-363.565	326.107	-1141.58	1140.49	2
568	1	136348898	455.691	305.406	-715.249	801.906	10
569	1	136523988	-7.27438	13.9112	-384.811	293.703	8
570	1	136561075	5.36858	-71.3941	-105.639	60.0199	33
571	1	136945641	-346.866	-299.318	-1356.5	1330.02	20
572	1	136945641	40.402	-30.4387	-819.303	721.977	0
573	1	137153626	432.422	582.386	-787.248	970.021	17
574	1	137186658	49.201	-1.65062	-167.237	98.1931	2
575	1	137243675	88.0688	945.587	-1224.11	1447.24	3
576	1	137686057	938.457	-538.119	-1683.48	1898.22	16
577	1	137686057	162.161	-275.343	-440.292	448.536	0
578	1	137862143	373.466	1003.55	-788.049	1228.05	8
579	1	138099980	-438.49	706.379	-1589.51	1691.27	10
580	1	138212473	66.1251	-282.266	-1314.7	1244.77	4
581	1	138536107	-369.548	584.581	-1072.38	1174.76	17
582	1	138989332	181.088	623.536	-2084.51	2080.19	12
583	1	139131844	27.8289	-132.16	-654.071	570.517	5
584	1	139530396	490.164	883.104	-1613.03	1800.43	26
585	1	139709247	104.389	327.948	-752.783	728.784	9
586	1	139709247	3.42548	-74.9074	-246.575	172.884	0
587	1	139889388	329.209	1271.85	-432.1	1281.37	9
588	1	139955087	186.696	191.673	-200.244	244.849	4
589	1	140353084	-141.038	-369.713	-1611.02	1556.61	18
590	1	140809236	85.3247	-455.182	-4047.22	3969.34	21
591	1	141194638	7.4872	-216.013	-1477.68	1391.48	17
592	1	141194638	35.4316	-105.729	-277.135	211.204	0
593	1	141254046	-1664.27	1635.37	-2753.26	3504.86	2
594	1	141413414	580.301	-106.484	-1139.81	1182.14	8
595	1	141754236	-17.6682	189.87	-345.217	302.633	22
596	1	141754236	-255.456	289.328	-853.756	837.227	0
597	1	141754236	-164.585	-228.112	-286.691	309.647	0
598	1	142075216	64.0889	801.614	-685.221	956.125	13
599	1	142075216	108.527	209.399	-395.453	366.754	0
600	1	142075216	-331.345	-346.802	-319.326	480.169	0
601	1	142075216	-1082.82	4832.45	-5733.78	7471.44	0
602	1	142220420	95.6127	277.043	-170.862	249.662	10
603	1	142607269	504.506	442.995	-1904.13	1916.13	26
604	1	143013874	591.005	191.474	-1610.5	1623.74	18
605	1	143013874	946.701	258.8	-3009.92	3061.99	0
606	1	143013874	-1682.78	254.072	-1849.4	2409.84	0
607	1	143216854	1607.93	-41.2304	-2200.46	2622.04	3
608	1	143404907	39.3435	184.987	-281.912	249.878	7
609	1	143724723	-128.49	24.2519	-336.656	270.638	21
610	1	144082010	-1345.65	-77.4687	-2656.3	2874.92	71
611	1	144474170	-331.992	63.8833	-1812.92	1741.54	23
612	1	144675384	-521.071	-122.07	-3372.16	3310.34	12
613	1	144675384	880.613	86.4003	-1566.07	1696.2	0
614	1	144735597	-261.46	1447.82	-962.879	1655.83	2
615	1	144766434	1326.56	-299.192	-3426.48	3582.32	2
616	1	144766434	-437.803	891.755	-1302.45	1535.82	0
617	1	144766434	1273.84	-940.961	-1109.69	1831	0
618	1	145336780	-638.608	-57.0607	-848.998	963.471	36
619	1	145668826	-1297.59	-97.651	-1230.24	1688.2	20
620	1	146089184	-244.467	-135.101	-354.807	358.096	13
621	1	146537005	-2500.97	-974.591	-2641.37	3661.66	19
622	1	146783530	-2938.79	-834.265	-3466.99	4516.43	15
623	1	146783530	-526.772	241.649	-2661.47	2620.23	0
624	1	147067449	3787.19	-7539.57	-7928.59	11472.8	9
625	1	147273180	-92.4665	-370.638	-541.689	565.545	9
626	1	147643969	30.231	10.8906	-789.112	691.144	9
627	1	148029107	260.077	83.1147	-878.836	820.66	23
628	1	148240810	120.571	217.063	-1910.73	1824.03	7
629	1	148748185	275.934	-639.572	-1108.93	1208.15	12
630	1	149000527	196.109	-163.521	-356.284	345.23	327
631	1	149000527	109.125	-75.4583	-780.661	693.215	0
632	1	149074066	-326.752	-493.899	-412.483	623.731	1
633	1	149425492	-56.0116	135.335	-506.102	431.702	13
634	1	149861869	-497.613	68.8994	-962.584	985.258	21
635	1	150261610	-482.817	21.0673	-1192.68	1185.55	17
636	1	150577361	-424.15	67.1684	-715.383	735.384	14
637	1	151031199	-1669.32	-414.082	-7180.68	7278.88	19
638	1	151391945	-153.231	-91.3318	-609.634	538.266	17
639	1	151987971	-591.831	892.221	-4342.18	4367.82	28
640	1	152387022	-1074.3	486.067	-3417.39	3510.98	16
641	1	152771895	68.8155	75.0844	-749.959	658.525	11
642	1	153206918	943.094	399.558	-1570.93	1772.65	10
643	1	153572066	1032.39	544.376	-1589.22	1868.92	9
644	1	153572066	244.859	-97.9391	-1847.25	1763.31	0
645	1	153709780	-326.427	683.504	-797.362	999.187	9
646	1	153709780	-19.3248	-77.1637	-406.497	321.813	0
647	1	153931397	1779.8	1603.8	-1261.49	2604.03	6
648	1	154344747	846.198	32.7971	-1964.61	2036.3	16
649	1	154699006	472.581	-343.088	-1282.55	1307.54	22
650	1	155092224	351.275	352.595	-3238.48	3172.55	14
651	1	155092224	-366.511	-557.603	-1554.01	1588.85	0
652	1	155367412	1779.67	1644.92	-2756.88	3566.47	10
653	1	155849481	1317.64	-47.7423	-3765.02	3884.96	19
654	1	156230831	150.7	73.7115	-1110.49	1022.39	13
655	1	156734464	1872.28	952.015	-5489.96	5773.34	27
656	1	157168587	1191.8	684.29	-4817.67	4905.3	15
657	1	157445562	88.3264	8.82346	-252.689	182.256	14
658	1	157445562	1426.11	142.954	-4298.03	4426.28	0
659	1	157648015	918.333	1293.61	-1044.61	1796.74	8
660	1	157739030	397.588	109.182	-346.071	442.909	4
661	1	157828956	-43.9233	43.2808	-208.304	135.913	8
662	1	158046238	311.501	108.953	-606.439	592.794	6
663	1	158397713	11.0612	384.158	-520.586	549.989	16
664	1	158824656	-188.984	1506.64	-3868.69	4051.7	15
665	1	159190530	-58.6615	64.5993	-569.915	480.5	15
666	1	159575383	80.4996	212.098	-476.176	432.276	5
667	1	159736696	1391.63	5936.41	-6534.66	8832.49	4
668	1	159927169	208.57	28.7202	-309.273	283.109	8
669	1	160273908	-53.4288	732.821	-2472.8	2476.16	17
